127.0.0.1 - - [29/May/2025:09:05:16 +0900] "GET / HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [29/May/2025:15:07:21 +0900] "GET /vibesync/vibesync/sources/button_bg/drama.jpg HTTP/1.1" 200 17935
0:0:0:0:0:0:0:1 - - [29/May/2025:15:07:21 +0900] "GET /vibesync/vibesync/sources/button_bg/music.jpg HTTP/1.1" 200 94164
0:0:0:0:0:0:0:1 - - [29/May/2025:15:07:21 +0900] "GET /vibesync/vibesync/sources/button_bg/anime.jpg HTTP/1.1" 200 34915
0:0:0:0:0:0:0:1 - - [29/May/2025:15:07:21 +0900] "GET /vibesync/vibesync/sources/button_bg/daily.jpg HTTP/1.1" 200 105273
0:0:0:0:0:0:0:1 - - [29/May/2025:15:07:21 +0900] "GET /vibesync/vibesync/sources/favicon.ico HTTP/1.1" 200 222782
0:0:0:0:0:0:0:1 - - [29/May/2025:15:07:30 +0900] "GET /vibesync/vibesync/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2025:15:07:30 +0900] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [29/May/2025:15:10:25 +0900] "GET /vibesync/vibesync/main.jsp HTTP/1.1" 200 15448
0:0:0:0:0:0:0:1 - - [29/May/2025:15:10:25 +0900] "GET /vibesync/vibesync/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2025:15:10:25 +0900] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [29/May/2025:15:14:01 +0900] "GET /vibesync/vibesync/main.jsp HTTP/1.1" 200 15448
0:0:0:0:0:0:0:1 - - [29/May/2025:15:14:01 +0900] "GET /vibesync/vibesync/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2025:15:14:01 +0900] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [29/May/2025:15:14:38 +0900] "POST /vibesync/vibesync/includes/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/May/2025:15:14:38 +0900] "GET /vibesync/vibesync/login.jsp HTTP/1.1" 200 4952
0:0:0:0:0:0:0:1 - - [29/May/2025:15:14:38 +0900] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [29/May/2025:15:14:38 +0900] "GET /vibesync/vibesync/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2025:15:14:38 +0900] "GET /vibesync/vibesync/sources/login/footer_logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2025:15:14:38 +0900] "GET /vibesync/vibesync/sources/logo1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2025:15:14:38 +0900] "GET /vibesync/vibesync/js/login.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2025:15:17:04 +0900] "GET /vibesync/vibesync/login.jsp HTTP/1.1" 200 4952
0:0:0:0:0:0:0:1 - - [29/May/2025:15:17:04 +0900] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [29/May/2025:15:18:29 +0900] "GET /vibesync/vibesync/login.jsp HTTP/1.1" 200 4952
0:0:0:0:0:0:0:1 - - [29/May/2025:15:18:29 +0900] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [29/May/2025:15:20:11 +0900] "GET /vibesync/vibesync/login.jsp HTTP/1.1" 200 4952
0:0:0:0:0:0:0:1 - - [29/May/2025:15:20:11 +0900] "GET /vibesync/vibesync/sources/logo1.png HTTP/1.1" 200 21406
0:0:0:0:0:0:0:1 - - [29/May/2025:15:20:11 +0900] "GET /vibesync/vibesync/sources/login/footer_logo.png HTTP/1.1" 200 5405
0:0:0:0:0:0:0:1 - - [29/May/2025:15:20:11 +0900] "GET /vibesync/vibesync/css/login.css HTTP/1.1" 200 9167
0:0:0:0:0:0:0:1 - - [29/May/2025:15:20:11 +0900] "GET /vibesync/vibesync/js/login.js HTTP/1.1" 200 7622
0:0:0:0:0:0:0:1 - - [29/May/2025:15:20:11 +0900] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [29/May/2025:15:20:11 +0900] "GET /vibesync/vibesync/sources/favicon.ico HTTP/1.1" 200 222782
0:0:0:0:0:0:0:1 - - [29/May/2025:15:20:46 +0900] "GET /vibesync/vibesync/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2025:15:20:46 +0900] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [29/May/2025:15:20:46 +0900] "GET /vibesync/vibesync/sources/index/sil/sil1.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2025:15:20:46 +0900] "GET /vibesync/vibesync/sources/wave.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2025:15:20:46 +0900] "GET /vibesync/vibesync/sources/team.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2025:15:21:21 +0900] "GET /vibesync/vibesync/login.jsp HTTP/1.1" 200 4952
0:0:0:0:0:0:0:1 - - [29/May/2025:15:21:21 +0900] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [29/May/2025:15:21:21 +0900] "GET /vibesync/vibesync/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2025:15:21:27 +0900] "POST /vibesync/vibesync/login.jsp HTTP/1.1" 200 5024
0:0:0:0:0:0:0:1 - - [29/May/2025:15:21:27 +0900] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [29/May/2025:15:21:28 +0900] "GET /vibesync/vibesync/main.jsp HTTP/1.1" 200 15448
0:0:0:0:0:0:0:1 - - [29/May/2025:15:21:28 +0900] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [29/May/2025:15:21:28 +0900] "GET /vibesync/vibesync/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2025:16:05:58 +0900] "GET /vibesync/vibesync/main.jsp HTTP/1.1" 200 15493
0:0:0:0:0:0:0:1 - - [29/May/2025:16:05:58 +0900] "GET /vibesync/vibesync/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/May/2025:16:05:58 +0900] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [29/May/2025:16:11:16 +0900] "GET /vibesync/vibesync/main.jsp HTTP/1.1" 200 15493
0:0:0:0:0:0:0:1 - - [29/May/2025:16:11:16 +0900] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 864
